,id,file_path,document_page_type,text,file_name
1024,1025.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/letter/10431193.txt,letter,"mum... mm Augean-non
m u m... ...... . m... m... ._,. M. m. w..,...... . me
sapt-nhex 24, 1955

Dr. thc-t P. Liianﬁi
Scintiﬁc Autociutt
Th. Council for Tobacco Research-0.8.A.
633 Third Avon“.
In! York, I“ York 10017
Belt Doctor Lil-nit:
Think yml vary much for your littlr Ind the invitation
tn attend the conferencl on October 1.6. I would likl
to be ﬂuent but banana DE ptevlmls cmiment- find
ﬂail will not b. pnllihle. B'holun ind I hlva, hwwcr,
dincuued th- purpolnl of this canierence and h. will
get in much vuh you on the subject. : um b. pleued
to ICLOM any tutu?! nattingl ot confer-Mu which ya“
think might bu annually benlficial or cm which I may bu
lb). to lend ulllltlncl.

sincerely yuan.

fm/A (f/ugf

nun-rd l. ﬂocks. 53734

Aux-tam secrotary

CMCXL DI DENTAL THERAPEUTXCS
m/hn
",10431193.txt
1025,1026.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/letter/2085062249.txt,letter,": u... may
4 wsruomm mm
‘. an “my )
; m..."" y mu
luv-rylﬂﬁulh u. N.“ V , uu- . -e ..
at, ‘zm «uh u “rum-M ”Nae "" ""yum: ‘1”'""“'~,ﬂ ~
' z : w :, ;nitfmzfaﬁeéauy.‘:!$§?355f-msﬁzr::~§m3n .rrfiv~~ . ,
Dear Dr Femlndn.
1 would like W Lake mus nppununily m think you for yaurhosyiulily, hum“, and
exchlngn nfmfnnnauon dunng (he haw Vork Sula FFA Shit Oiﬁufs vln‘l lo yam
company on Nov=mh=v u I know 1 no! may xpuk for myseIL mu nlm Inr werymm
on my mm when I guy “m we ‘homugmy mjoyad Immng your bun-1:55, lnvnmg
zboul the “peels ofwolkmg for such a company, Ibum your role ""1 me businnss
wand, and for lllawing n: (0 m“ you a In“: nhoul mu argpnizmion h AS my huge
mm we can remm Ill WNW am! work ingeﬂlzr in the future somdmw
Th: FFA u ﬂwnys Anximn to tell when aboul ourselws. to help Great; 1 heller
zwirents ofaurorgmizmnn, and in help pmmbl: yaum leadership md
, dwelopmem through agricultural uduuuiou aneiully ynn M} wixh u slighlly beuer
‘ uwbmuudm ofus. Ax alwlys, ifyou want (0 law more please feel free m wnsnll
wpmcflhe Sula omcm who mam: you All are mm m help.
. mum um,
. 1 . ”31;th “May we hold cur mm! New York Stale m Commuun n .s
1 may}; plusunm invite glen: m thuevem 10 um may my m m an mm M
‘ ‘ ' brim Hound 300 memhu; from mu (he rulemgmhcr w lime in u yw nf
ﬂhivvrmems Wynn n: untamed m more lmn'mlion uboul this event plus: {eel
Mutant“! anhu myself, my whet ml: 055521, or Baum. Mom W5 rm
, Eiéchnve Secmm’y We would be so pleased 10 but from you
Aw, my muuk, [orwlm um was a very prudumve dry for evuyont llnok
forward to spukmg no you uguiu m m: ﬁnure
Sincerely,
d
,
Kama m d).-
Luuu Bordm ""
NYS FFA Dmrici 1 mmm g
a:
, , ""w u h’
a “ wi' w
",2085062249.txt
1026,1027.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/letter/518196386+-6386.txt,letter,"I (he
. \ ~ \
\ \‘ v
/ , ‘ x .
. 1.1, Memoramﬁlmm] -
Cmnpaniu, 1M. .
TD: Au. vows mm PAVXLIONS 510m mmzns
ALL vans um PAVILIONS unseen mlczns
mom max HOODMID , CATEGORY mm“ GnocBRY DIVISION
mm ms 21, 1996
(a SBBIECT: emu am 3 PACKS an A m: T-SIUR’K""
The week a! June 24th, 1995 you vlll rooslve - Canal T-Shirt

, prmoclon. These loan will cane tn your nton at no cost. plan.

place mas. pramotionu bnxes la your ciqantta room. Thesu bnxes

' all: have the following id-ntlﬂcation an the outside:

la. n - susln
Delcription - s cm JULY amp T-SNIR’E w/ros
Qty - 20.

"" Your lL-leaynoldl repraaantltiva will work mls promtlon by
placlnq : packs 0! canal ln me appllclblo hnldor and alaplaylnq
mm in me 0 pack ﬁxtura and the slla Fricu lam blockaz.

“' more An absolutely no thrn lxher lnvolv-d in this promotion
except lnsurlna ma boxes molalng cm Canal promotion mutarial ara
placed in nu cigarette rm.

If you have any questions regarding the suppazt of mm program
please real ﬁne to can a. at als~an~7m or mail me - mm.
Thank you for your support at ems program
cc: lll clan—la: Hangers '
Dan Graham
navla u-
g
—_a
",518196386+-6386.txt
1027,1028.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/letter/ti30819582_9583.txt,letter,"so! CLEMENT mm
~ mm m... _.— mmmm
“Emu-“Afﬂnmn ‘ ""“ ""
""5:5“ “mm”
mmz‘n iungrls nf mz 3mm 5mm WW.“
mun-mm“- mu: nf Mmmmmu ""$112""-
annnmn, Bo: m1 Hm mum-mu
um~$37= mm
Ann-Ill. 1m mum?”
in. m:— mu-
m: m mm. 5a...
Nunvﬂll. Tuna. mu
Du: M. m
mm“,mu.gummgmnmmuamummw mm.
Found Dull Alum-unmﬂm» m- my» unlau um. I. we. kw. em Aim! m-
mum .u..

Inmdvlnppnlhhmim‘nerbmw‘m’aym-n- minim-c. mar-ppmmnm
mum... hm«imam-yum“Mmmmwmﬂwﬁiuﬂhnappﬂnm
mug-""Mm"".- ”Maura-mm.“ .. when.

m..xmmmm...mmmw.mmmmlum
“We... Ihﬂwlmlmmlummwmmwmmmmmlﬁwm
muﬁuwxm'mmalywﬂuﬂl. mmumdwxyrumdm Wmmmmwm
s- 1: pm my tin- ”a

mummy“: nmhuwhﬂpwﬂzumunﬂdylmamﬂlwm him, m 1m, mm
m mam, m...“ m 1: An: m."" m mm...” w m rub-4m wu- Flu-mm
Clm-nmmﬂ u. m aim“. ﬂung-m.“ cw.“ “man-yam mm m maﬁa-nun
“ManumwhmmmM mmyuw-m-Fm. Bun-mnnumﬂm. mm
mm rm.- m w m Iqullulalmwuu m. .“- u nah-m- ymducr-v mm am, m. m...
waddb-mmllurmnﬂmwn

man“. an“, mum Puma-mama“- Msnmv 1. 1m, Curls-Alum
{Wuhan-ll mmmmsu‘m undue-in mum-m 51:1an
mam m mm my. mama m, munch. Elan: w Mull-u- prmbuiu m Near
«mm m mm Nun I, w"". m u. u; st... mural/am- (In-1mm mummy m
w. xvmnimyai when: m w mm Sum mm mm.“ W mm.- m m
m1mnm-hmuhm:mmuldmmm.lamemlnlﬂmlpw-lblnlhﬂnyhmﬁlﬁ
m. nmndxtyolwhemymiuu “mm"" Hyman!“

m"", m: mm many m... ... ... u s W: elm-m m m... Saw-cu
mm we” mm. um m. m. sum mm...“ any mum (- Mm u m was
H...“ mm on“ .; m. mm. for m."" an"". m. m “a...“ a."" w w a. mud
um I'm 11 mll u mfvmulle mm. m many an n.- mamas-m Conn- u... ...- ynn an m
mm"" m mu... u yum M"" n mm

“30819552
",ti30819582_9583.txt
1028,1029.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/letter/506051073.txt,letter,"xc: Brlnd RAD In"".
RbC'L 05027982 [Lg
Number 22. 1932
la: nr. 5. R. INF-""co ~ '
SUBJECT: iieeiiy nigniignts Proness Engineering

inrznmii. DEVELOPMENTS

i. A sample nf nylon ton has been obtained iron oupgnt.
inis will be used in expidretory testing on en-nieeiiy
sieetive filtration.

z. iiuns on toasted grain hm teen nude using a lab se-ie
converted mrii pupper 2 pounds per hour us produced.
this will he set up for extended test running. inis w1|1
upport initiai testing of puffed gram iiiier neteriai.

J. canssruetidn at“ 25 ndditiongi portepie seeie units for
tne ieai department is pianned for was. we vi“ provide
driuings Ind fieid essistanee.

4. A speeiai conveydr id” be instniied et tne Whitaker Park
6-7 piant over Christmas shutdnwn. ""as M"" nude
testing oi our protntype 5.1 siieing unit only next year.

s. A Dilot run of dry casing eppiieation m nude on izm.
Cigarettes um be made for diserininetion testing Ind
spotting/mining euinstidn.

a. iest runs an in progress on the new Eastman me the
preparation unit. Potentiei beneﬁts ere greater
iiiter making speed. increased to- yieid end inure unlhm
piastieizer applieetion.

7. Pre-Md neeting for new Process Enginuring funny
neid eitn cuntrlcturs. aid opening eiii he Janulry we

I. . . v '

\, “M Ma “
nevid K. lsblstev — 5
Process Engineering 3
Unless 5
cc: . At Eﬂes, m c. E. ieegue, Jv. ""‘

J. n. Phﬂlips lL n. nahne
0. Mg mni r. ii. me-
Dr. Ahn Rodmn n. u. Milton
",506051073.txt
1029,1030.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/letter/96723742.txt,letter,"{re-""q”. ."",Z;:’~'rﬂr.;-C- “f; -' r 2 ; m ”11 , s . k; g ﬁaf
>,;.,,~ ""may“ 3537. u. , - , «4:33. 1.93267
‘ . W ~ . ;.. ﬂ Jay/2°,Ilym'1u' .- lay/y
Dr. mt P. Faun '
rm mug Bax 51nd;
Schmuck-WW, New 1'an
_ boa-mm , “NW... , : > Mr;
_ Undu- upmm cam, we are sung ynn 20 pangs a!
{that cum-emu. The: are as fella-n:
53.1: m - nu pleknzu - Inn: Van-m Mug
. n 12 - - - - Fagulﬂr Snag-j
' n- - - -Deht£-n5prvad
- in. . - u - n... we 513mm
wggsf-a mm
in will BPPI‘MIItD it VEI'! MAYA if you “ill obeme ﬁn
mum: wants at mar-1 mm- in an swing from “use xm _- ; \
v 1m, tall-wins mum mm; Wammnnwsnm , v
”1-08111“ prim- h this. Ha Dupe ﬁnk ﬂu mu)“ Bf yum- ' ‘
“mien V111 dxsclnse (but we use an in. Asht- track. Ne Ire '
very mm to hav- m umkc rm- mn' nag-mm u tn- 0! 7 ‘
him-1 man- u pudhlv-ut lust .. tru- or u pm u an m-
mid: we aux—may breathe. mm mm migmgm. u not quite
us ewahmsiva u m ﬁrst am, no: n um (bat m an ma
tinempazatuqﬁ‘wmw. HrﬂuhwemthougMu-lwx » '
the lines with much we no mam, plea-u ted me to SD v
indicate. . .
very may yum. , ‘ f
r. mum) cum-u ;
v \D
n. 13. Put-nah, mm. o m
Director of Hannah H \1
O , z w
ﬁruu 4,» 1 i : w w
/ ”gr; ; 3 N \1
y—f‘j . 2 ‘ >
{ Qwi-j ‘ "" '! 3+ N
",96723742.txt
1030,1031.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/letter/512965607+-5610.txt,letter,", OUT 2 6 1992
a. J. REYNOLDS romeo mmmmm. - tom, mun
um: Ouch-r 25‘ 1m
19; mean Hurnun
mm: Kgmsuku slum
SUBJECT: ﬂew rm! max - shim“ rem"": (us-355)
1 mm. a provision-1 mm“: fox-cu: for n 1993. brokan m"" by mm. mm
brundxtylea
A. we discussed. the Tab-cc» tumm- at gm“ um clung- u. nthndnlogy ma
penny for Tut/nicotine venue-mu affective April 1, 1993. m A. working tn
est-bum T/N mm of each bundstyh m“; n.- luv mum mﬂ‘ Aubjezt u
outcemo, w. my me u medley m wk mm;- on low. hrnndslyltl.
m. ""mm-d lhlpmm: fox-cut should mum. urv- n . 9.5mm to:
mmm luv-nary comm: m ch; mum- u am in will be nble to mum.
[ha 1nd time raquired for clung-Wu of ulnar/box uteri-l: me appropxhu
p-ck Mich-5: m damn-Inca.
mm 1150 kelp in and um um [one-st m. bun yrepnad for m. “name
us. And may net be v-lid for och-r mam.
Regards,
Kanosuke S-kanu
KDS/yu
Aunch,
cc (u/u attach.)
u. v. mm]:
a. r, anbrmngh
Vikki Patterson
u. 1). Allen
a. K. Hutc‘mns
J. n. Turpin ;
p. n Hueschax (m intonation) g
n A. Reeves N
1 mm. 3
$
3
vu ELECTRONIC mu
",512965607+-5610.txt
1031,1032.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/letter/2022899967.txt,letter,"FISH Sr NEAVE
w..."" mews 575 W“ “EN“ ""mm. a.
::.'::.':::' ;:::L'.:‘;::::. NEW wow w moss-ease ”W _ ,
Apr“ 3, 1990 museum. ,
uufiEEEIYE? w ~
James E, Schsxdt, Esq. w
Assistant. General Counsel/Patents “' H 9 W990
Phurp Horns Management Corp.
Lew Department . Patent Sectlon w> ra,_ _ 2
mo. Box 25533
Richmond, Virqima 21251
W 1A]7
Dear Jun: '
Enclosed is a copy of the ofncrn hung recexpt
for ems patent applicatlen, mus receipt confirms that the
sppncscrcn was fxled in the Patent Office on March 15, 1990 '
under Sexual No. 593,756.
Sincerely yours,
W -
Roberta; Jackson
RRJ/r
Enclosure g
N
3
§
51
f
",2022899967.txt
1032,1033.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/letter/503601561_503601563.txt,letter,"r a _‘, .
vmnsz - km away Status 114er [Rt-J)? 65551???""
""mm 15, was u mud “£5451”.
msmmmn
' Qgrq 3.1.1 mm
m. L. c. (lock
m. s. M. Davis
an a. n. ammo
Ms. c. u. new.“
-"" nr. u. N. Dufour
Nr. 1. L. Gentry
‘ m. u. u. Gardin
m. J. u. 605:
m. a. v. Hardin
. Mr. R. u. liege
m. n. x. 1mm.—
Mr. J. L. L-mn
y Ms. D. E. Laredo
m. a. u. McKem-Aa
m. J. x. Pear-1m
1 Mr. D. L. Pacer
Hr. n. x. Push
m. n. x. Savoca ,
\ Hr. n. a. San
‘ Hr. s. L. Snydvr
Mr. K. u. Suitegood
1 m. .v, 5. Tan
m. K. 17. Mann
. Mr. um. Upchurch
“45. v. u. hm)
Nr. n. L. Hillard
Mr. J. 5. mm
3
31
. a
5
",503601561_503601563.txt
1033,1034.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/letter/50093010-3010.txt,letter,"Sm memx) \7A|.| m Sun [Inn my.
""om-mm, mm“ mm

mu 13, 1972

m. w. T. mm, mm"" um ""um“

m emu m mm, mm . ”M, I“.

no In; 59th Slrzet

N-u York, my. 1002:

a“, m. mm

WW ,. , Mm“ m Mm“; u 1mm “mum in. for

work in L0! Auele- and vhen: mm- for Dr. Chnduh’l ”mu.

m"" N, Wm m “mam .. m, mm; in mm amp,

since [his was combined with n plum"". funny outing.

working on this project hn bun I very {nun-Ling experience.
. x."" mm, a“ m, In,“ of mm“, m o. ""m durum

a, M mum; mm"", 1 “ppm, m"" mm h m,

m m m. cm“, “mum ""mm, m mm“. of m.

Wm “B. m m in mud m to do me ""mummy.

[mm m umuw w m “mm mm “mm. m mm,

of this thinking, aim-g with cum suggestion: for the future, Ire

mum in m mm m"". I We m um and K mm.

mm ma mm. 1 Wm M mm m m, mm.

“may ym,

ﬁt mufﬁn-41 ,

Bernard “511“. Pm“.

Mum

Ell/Ir

50093010
",50093010-3010.txt
1034,1035.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/letter/501469558+-9559.txt,letter,"April 27, 1975
1 Mr. M. s. McAUistex
Re: WINSTON LIGHTS ExecuLional Considerations
' ""CLOSE-UP"" '
The primary objective in the development of the ""Close-Up"" ssmpaign
‘ was to:
‘ — develop a separate and distinct advertising
‘ campaign fez WINSTON LIGHTS vexsul WINSTON
‘ ""Fun-Flavor"". and, where possible, maintain
the strengths of the music»: ""canola"" campaign
(user imagery contemporary/masculine image,
etc)
V EXECUTXONAL CONSIDERATIONS
‘ - Provide prominent brand name and copy xegistration
- Provide prominent package registration (with emphasis
on the Primary style)
_ - utilize ”real“, emulatable people to endorse the product
l
‘ _ maintain eye~to—eye contact by focusing on the model's
face/eyes
é""
- xetlect the spokesperson-s enjoyment/satisfaction of ..
and commitment to the product X Q
~ Have the spokesperscn visually encourage trial \ 3
. m
: s
v - Emphasis lightness by employing predominantly light
golden tones in costuminq and lighting
. - Utilize a bright limbo background to further emphasis a
' light feeling
‘ - Pxovide a contemporary image in a direct and uncluttered
execution
- Reflect traditionally masculine attributes (i.-e., independent,
self-confident, outgoing)
",501469558+-9559.txt
1035,1036.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/letter/2023098776.txt,letter,"”-
Aw
ARNOLD & PORTER
mum— muw WWW.""
3.5172“, mm “mammmm “wmmnmm
MW. . w
All st 15, 1933
q“ mam»
- xv w
VIA 1’st EXPRESS E G L
ﬂu“ _, a”
Mr. Warren Clatlin
Philip Harris U.S.A.
Raseaxch Center
3501 Commerce Road
Richmond, virginxa 23251
Dear ""mam
Enclosed axe copses of the materials produced by no
Philip Morris relating to the electrophysiologicxl upen-
New
. Sincerely,
i /
, a , . a 1
\
\
J
Memes
cc: G. Carltnn Adkins, Esq” w/o enc.
3
",2023098776.txt
1036,1037.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/letter/1000217657.txt,letter,"m; ~ . ' . ’ gig“
4 a» v / ’ , i.
1,4 ~_ 4}.
a THE SALK INSTITUTE ""5°“wa
W - . POST amcs sax mus. sm mamcmromm 92m m mum ”Fwd 75133;
i . ». mm: a. mm,“ a w
T mm"": AKEHAH
, ,, June 5, me ‘
-.
f; L, , Dr. Helmut uakeham g
t.» , -‘. . Vice President "" A.‘
~ Phi'lip Harris Incorporated
100 Park Avenue -
v New York, New York 10017
""um Dn Makeham: - ’
u "" k » i
I thought you wou'ld 1ike to hear the wunderfnl news that Aﬂied .
Chemical has just provided $50,000 towards the cast of the behavinra'l
‘ toucology Program. This wm be a great new tnwards getting the
, ‘ pmgram rnl'Hn94 *
- ' 1 m1 be very momma to hear what you think about it upon
7 further reflection. Hou'ld ynu let me knnw, and could we perhans meet in
the ﬁst sometime sun"" at a time when you might be in New Vurk.
The nresentatinn of the 55,0110 grant tn The Sa'lk Institute was made
by Mr. REi11y. and I sent the enc'losed cupy to MT. Weissman.
‘ Yours ver sincerely
ran/p
[nclnsure
1a
6
é
u; 3
x As ,i JW r“ v5, 24
Q
",1000217657.txt
1037,1038.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/letter/0011862442.txt,letter,"RECEIVED
MAR 15 1377
ﬁg LEGAL DEYARTMENT W L M
“T,
BEITISH'AMERICAN TOBACCO COMPANY LID/""TED
Md mm mm: Weum‘nmnm mum LanaonszPsJﬂ
Mawmmm n W.
WWW,“
Mumanmmmm5m
V 1m, my”
mum. dA/ '
nurm! P 151 Dan 10th March, 1977
William J. ”35011, Esq..
Bmvm 3: Williamson Tobacco Cox'pox-eticn,
P.0. Box 539.
Louisville,
Kentucky wean,
U.S.A.
Dear Mr. mm.
Venezuelan Patent ND. 52159 for Salective Filtration
with Interior Coating 0! Filter Plug ~ James
Hammer-1th, Inventor — 112—152

The above amulication is due for wurking under
Venezuelan Patent Law as he camercial uSE of this invenhon
has been made in that country upvo the present time.

Having reviewed the benefit of this case with
Dr, Green, we have decided not to maintain this patent.
and lCCDidiﬂgly aninﬂl working will not b; affected.
furthermore maintenance fees will not be paid when the
patent next falls due for renewal. Before instructing
KDK bhﬂt no further accian is necessary, we thuught it
advisable to inform yuu of cur dacision m Older to Afford
you the opportunity of acquiring this case by assignment
if you consider it to be of benefit to your Company.

I am copying tms letnx‘ to Dan Kane and shall be
grateful if you will writehim direct, setting out your
decision on this point. Kindly let me me»: What you
decide so that I can up-rlace my 1900165.

Yours sincerely,
dvhkxdb
,, /
/ 881806049
//
semen-nus 1 . m. N . mm. nw ""mm R o m"" H 4 mm, L n m.“
",0011862442.txt
1038,1039.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/letter/525090740+-0741.txt,letter,"i 0
1111: 3
s Till Ell T
nonu mom
Whom ho. cmmkm
January 29, 2001
Ms Vivian annnr
R J. Reynolds Tnbaccn Cnmpnny roundnrion
l‘.0. BDX 2959
Winslon-Salem. NC 27102
Dear Vivian:
On behalfol'lhe Noﬂb Carolina Partnership for Children, I am pleased lo enclose 1! reqncsl for
funding lo (M R. J. Reynolds Tobacco Company Foundalinn in the amount cfSlOﬂ,0ﬂD. These
funds would he dimmed speciﬁcally mwnrd silpporl for Smart snarl pmjecls in Slokes, Surry,
Bertie, Fonylh. and Vadkln Cnunlicsr Lisicd below is a briefsynopsis Billie inilialives propusdzd
by such oflhc dcsigllalod panllciships should may receive lunding from the R. J. Reynolds
1 ohaucu Company rounds-inn,
Benie Counly l’lrlncrship for Children in 5.000): The Berlin Cnunly Pnrnmrhip for
Children would again like in nu funding from the Foundation in mminuc Ihc R J. Reynolds
child cin- Scholarships for ill: children ofyonng parcnls ailempling in wnlinuc llicir Dducallon.
Vou have supponed lhesc sonolnrshipr in (he pasl and ihrry have hccn cxlrcmcly impnnnnl in a
legion like Benic Connly with so few wsourccsv
Fnriylh Early Childhood Plﬂncnhip ($40,000): Th: Forsylll Early Childhood l'anllcrship
would like lo use roundnllon funding Ihis year in support a range ol'illilizlives rim are a high
prluriry in lhe oommnnny in building u cumprdicnswc syslm for young children. These
iniliﬂlivcs include cxlahlishmcni ofplalcssiollal scholarships l'nr early Childhood educnlors‘
hiring an Kinderganen Trunsilion Conrdinalor, sponsorship ora conference [or (he Oonrrnnniiy
anallh, and oonlimling supper] for lhe RJv Reynolds Child Can: Schnlarships.
Sinkns l‘nﬂnerrhip l'nr Childmr (315mm): “in local panncrship in Stokes Couruy rcquusls
funding lo sllppnn lhe establishmcnl ofEarly Childhood Developincnl Rcsourcc Centers ill
public libraries Ihmuglmul Illa mnnly. These wsonmcs would also be available lhmngh Ihc
library's bookmnhilc will! specihl slap: in include family child care homes in Slﬁkes Counly.
Silrr)‘ Early Childhood Panncrshlp (515,000): The Surry l‘lldrly Childhood Punnetshlp
requcsls supra“ from R. J. Reynolds (0 cslahllsh an ﬂarly childhond denial heallll (xiucnlion and
pmvcmion program for young children in lhc onunly.
Yldkin Cunnry sinnri sun ($15,000): Yndkin Counly ploposcs io use R. J. Reynolds
funding In cslablish a yaw-long parcnl odncrnion campaign winch {nurses on building Awareness 0.
in the oornnrnnlly orlhn dcvnlopmcmal needs ofn child in rho rim ﬁve years allifc, a
o
o
lit «if a
; u
mum-mum “
""M...“ c.
”M Blgﬂl-W ""l 919mm W"" lav/WM WW llMWhMMQﬂEWMhNINW
",525090740+-0741.txt
1039,1040.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/letter/0013046689.txt,letter,"f. : ;
_ ’ .
. fé / RECEIVED !
’~ 0 9 19515
mum wc-mww News new max m mum-(zayuwsm~ust£ .» nan
~ w
r' .'
lewnm :
m ,
mm...
May 23, was
Sharon Juhe. Esq.
nu. Reynolds Tobacco
Company
an: n. Haul street
Winston—Salem, Nc 17102
Dear Sharon:
Pursuant to uur discussion, enclosed is a cbpy of
the outline which x prepared as a guide for developan
a manual for local counsel.
1 will. call you in a couple of duys to axscuss
our tespectlve outnnas and to see 1: there is unytninq
which 1 can do now to help get this project under day.
xt was quad talking to you.
Sincerely,
then a. Agress
sun/as
Enclosure
WWW”
M
680711687
",0013046689.txt
1040,1041.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/letter/0060061516.txt,letter,", , , “qr
, . 5/1: ,>' i if” {fir
7"" ,) C1 ' /
' >< / «W r M
, a , / \ w .
"" ACTMEDIA‘L W A d - '
v , / M , m
M < / _ ﬂ
""Wt [NJ/”q
, [Va 2. W 5 ”95,
W W , M
J
May 24. w l/ 44 V
_\ M ,
iLﬂ ﬂ M
M: GeoifMamsca
THE AMEUCAN TOBACCO Comm 1 M6 5
Six Slamlold Forum k ‘7
Smmfmd. Cl‘ (mousse OW f: i '
Deu Geoff: I qu‘
This canflrms our conversations Ihis wax (abiding me upcoming Angus! M Octobex
AnNuw wlxpomng lung-(um mining behind Cullen.
Specimmy, m already memhmm, ACTMEDIA wﬂlissue a aw: (cum Mus-chasm
tucuhlion Th: demllcd snnunnry is ""uniﬁed not lie: the MIA! Cmmﬂiaﬂ Clrcuhiivn fur
August is new 04,300 and the solo ill Odom: LHmfcrd/Ntw Haven &
Fmﬂeid/Wesiﬁmzrrh animated a! 195,900 1 apologiu for me Nimndersundivlg mi
mm this cleans up any Eﬂnﬁlsiﬂn i U,
/ / : M:
In ugaxd lo me priming qunlc for lhlc win in Dcxobc!,l cskmuiwnk is high and
l did so m provide a high sxde estimate. We will mad man: spocmrmnion in order lo
actually ""bid” ma ma. iummimd um ATCO pumhm\ gm: qmmiu afpimed
malarial imi lsiu believewe will u my campemwe The aim elmemm keep in mind is
rim sum: mm Nip-am speciﬁc wipe-i comm Generally we handle my as n mmu a!
cause. hnwcvnl. we cm pmvidc than: dmiii snouid ATCO decide. In print um job.
Plum let m. know what else I can pmvixu.
y/m Butte ' ,
x—bt i. z («44 was?» CII'L grain, i
n 0 WA 5“? (34pm,
g? MAJ . “1 «of? 15mm: mm M
on Jim ay é,“ /~""T \\ T RUN“
Kai N ,/j Mat/A wig” ‘
”My/f f m 3 5
lG/ann L; 5 Ht \ “A m ,, x]
i 3 l' rm “f [ ¢M+ i“ 6
194k i 7 40 M 7L 451-0 (Hm P' 3 {mi
( ‘6 1/( w ﬁibigagm ‘ VL' Jgt Wis
i ﬁwi W334 iii-A,” M
* gr 0” d‘fi' i V"" v
W V J “ m“
C'MEDAA NC sai mm a o Basing “mm 5: muse: svnz mm was, gassing m (Emlsassukc
",0060061516.txt
1041,1042.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/letter/513293138_513293139.txt,letter,". /
' ' IDIJID}
‘ I”! I1
|
Subject: “m“ umu fur Rape“ Snake Anny-e- Du"": Jlmllry u. “no
yo; muﬂbuuon Fvom- J. ""Ayn: H-ba

Baud an lgraed pxnuedum. m nunhed um- have been cum-“a for

dun-mm when - {spelt shake ""my.“ u mum on m gum"": bum.

The-e ulculltlann Ire mm on m my yen-end m 'm' ""enn- ml

the nmpumd ""mum devhuan mum in vuuy, many and mm

mm. 'ur' Iver-l,“ (reference um lrm it u. Damn-rd: 11/13/73). The“

lmiu mum b: and mm super-(fled. H mm m my queldonl concerning

[hue 11m“. pm"" cunuct n: n 3612 a: m. hrnhlrdz n. 3601.

> J‘ ﬁyne lube
Sundn’dl s oumy Control

”may.

Art-chum.

Dunlbunrm:

m. A. n. Lauren:

an L 11. human

m. u.“ mm...

m. D4 P. Jahnnnn

m. J. L. Mum

m. J. A. an.-

m. Lmy Lyrrly

m. u. u. lunhn‘dt

“mu. 0. nun-l

Mr. J. L. um, Jr.
0:
‘S
m
m

mun-amp... m
",513293138_513293139.txt
